"Status","Year","Disability","Ethnicity","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Declared non-disabled","Asian","Outside London","845","[c]","30700","27570"
"Leaver Dept.","2022","Declared non-disabled","Asian","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Asian","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Black","London","610","[c]","36530","32330"
"Leaver Dept.","2022","Declared non-disabled","Black","Outside London","350","[c]","31410","27570"
"Leaver Dept.","2022","Declared non-disabled","Black","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Black","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Mixed","London","275","[c]","40880","36750"
"Leaver Dept.","2022","Declared non-disabled","Mixed","Outside London","180","[c]","31560","27570"
"Leaver Dept.","2022","Declared non-disabled","Mixed","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Other ethnicity","London","65","[c]","44040","40020"
"Leaver Dept.","2022","Declared non-disabled","Other ethnicity","Outside London","60","[c]","34930","28590"
"Leaver Dept.","2022","Declared non-disabled","Other ethnicity","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Other ethnicity","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Undeclared","London","130","[c]","41980","36950"
"Leaver Dept.","2022","Declared non-disabled","Undeclared","Outside London","170","[c]","34010","29180"
"Leaver Dept.","2022","Declared non-disabled","Undeclared","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Undeclared","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","London","110","[c]","49490","45200"
"Leaver Dept.","2022","Declared non-disabled","Unknown","Outside London","180","[c]","31050","27570"
"Leaver Dept.","2022","Declared non-disabled","Unknown","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","White","London","3805","[c]","46780","40680"
"Leaver Dept.","2022","Declared non-disabled","White","Outside London","6330","[c]","34190","28590"
"Leaver Dept.","2022","Declared non-disabled","White","Overseas","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","White","Unknown","235","[c]","38460","33250"
"Leaver Dept.","2022","Undeclared","Asian","London","40","[c]","35720","32330"
"Leaver Dept.","2022","Undeclared","Asian","Outside London","40","[c]","28780","27570"
"Leaver Dept.","2022","Undeclared","Asian","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Black","London","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Black","Outside London","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Black","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Mixed","London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Mixed","Outside London","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Mixed","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Other ethnicity","London","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Other ethnicity","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Other ethnicity","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Undeclared","London","100","[c]","45570","41450"
"Leaver Dept.","2022","Undeclared","Undeclared","Outside London","125","[c]","34730","31990"
"Leaver Dept.","2022","Undeclared","Undeclared","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Unknown","London","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Unknown","Outside London","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","White","London","130","[c]","40490","36800"
"Leaver Dept.","2022","Undeclared","White","Outside London","285","[c]","31840","28410"
"Leaver Dept.","2022","Undeclared","White","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","White","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Asian","London","200","[c]","46910","40070"
"Leaver Dept.","2022","Unknown","Asian","Outside London","100","[c]","44000","31330"
"Leaver Dept.","2022","Unknown","Asian","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Asian","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Black","London","80","[c]","47720","40510"
"Leaver Dept.","2022","Unknown","Black","Outside London","60","[c]","51200","38110"
"Leaver Dept.","2022","Unknown","Black","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Mixed","London","40","[c]","41180","38720"
"Leaver Dept.","2022","Unknown","Mixed","Outside London","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Mixed","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Other ethnicity","London","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Other ethnicity","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Other ethnicity","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Undeclared","London","195","[c]","48670","42630"
"Leaver Dept.","2022","Unknown","Undeclared","Outside London","275","[c]","42580","37520"
"Leaver Dept.","2022","Unknown","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","London","2085","[c]","40810","34180"
"Leaver Dept.","2022","Unknown","Unknown","Outside London","1445","[c]","31050","27570"
"Leaver Dept.","2022","Unknown","Unknown","Overseas","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Unknown","375","[c]","36730","32000"
"Leaver Dept.","2022","Unknown","White","London","585","[c]","51340","46000"
"Leaver Dept.","2022","Unknown","White","Outside London","970","[c]","43670","38550"
"Leaver Dept.","2022","Unknown","White","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Asian","London","110","[c]","32670","31060"
"New entrant CS","2022","Declared disabled","Asian","Outside London","205","[c]","27360","26590"
"New entrant CS","2022","Declared disabled","Asian","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Asian","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Black","London","175","[c]","32790","31060"
"New entrant CS","2022","Declared disabled","Black","Outside London","120","[c]","27650","26880"
"New entrant CS","2022","Declared disabled","Black","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Black","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Mixed","London","85","[c]","33150","31060"
"New entrant CS","2022","Declared disabled","Mixed","Outside London","160","[c]","28410","25120"
"New entrant CS","2022","Declared disabled","Mixed","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Mixed","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Other ethnicity","London","20","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Other ethnicity","Outside London","20","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Other ethnicity","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Undeclared","London","25","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Undeclared","Outside London","70","[c]","30410","27570"
"New entrant CS","2022","Declared disabled","Undeclared","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Unknown","London","30","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Unknown","Outside London","110","[c]","29140","26310"
"New entrant CS","2022","Declared disabled","Unknown","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","White","London","545","[c]","36140","32560"
"New entrant CS","2022","Declared disabled","White","Outside London","3510","[c]","27620","25120"
"New entrant CS","2022","Declared disabled","White","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","White","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Asian","London","1285","[c]","34500","31060"
"New entrant CS","2022","Declared non-disabled","Asian","Outside London","2680","[c]","27140","26590"
"New entrant CS","2022","Declared non-disabled","Asian","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Asian","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Black","London","985","[c]","32630","31060"
"New entrant CS","2022","Declared non-disabled","Black","Outside London","1105","[c]","27400","26590"
"New entrant CS","2022","Declared non-disabled","Black","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Black","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Mixed","London","365","[c]","34410","31060"
"New entrant CS","2022","Declared non-disabled","Mixed","Outside London","760","[c]","26850","25120"
"New entrant CS","2022","Declared non-disabled","Mixed","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Mixed","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Other ethnicity","London","135","[c]","33640","31060"
"New entrant CS","2022","Declared non-disabled","Other ethnicity","Outside London","180","[c]","27510","26130"
"New entrant CS","2022","Declared non-disabled","Other ethnicity","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Undeclared","London","90","[c]","34610","31060"
"New entrant CS","2022","Declared non-disabled","Undeclared","Outside London","330","[c]","29170","26710"
"New entrant CS","2022","Declared non-disabled","Undeclared","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","London","60","[c]","40210","34090"
"New entrant CS","2022","Declared non-disabled","Unknown","Outside London","890","[c]","25820","21430"
"New entrant CS","2022","Declared non-disabled","Unknown","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","White","London","3810","[c]","38800","33570"
"New entrant CS","2022","Declared non-disabled","White","Outside London","23965","[c]","28260","25730"
"New entrant CS","2022","Declared non-disabled","White","Overseas","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","White","Unknown","190","[c]","32420","28200"
"New entrant CS","2022","Undeclared","Asian","London","65","[c]","33880","31060"
"New entrant CS","2022","Undeclared","Asian","Outside London","110","[c]","26530","25000"
"New entrant CS","2022","Undeclared","Asian","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Asian","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Black","London","55","[c]","32360","31060"
"New entrant CS","2022","Undeclared","Black","Outside London","25","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Black","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Black","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Mixed","London","25","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Mixed","Outside London","40","[c]","27550","24970"
"New entrant CS","2022","Undeclared","Mixed","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Mixed","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Other ethnicity","London","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Other ethnicity","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Other ethnicity","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Undeclared","London","85","[c]","39280","33700"
"New entrant CS","2022","Undeclared","Undeclared","Outside London","225","[c]","30970","27570"
"New entrant CS","2022","Undeclared","Undeclared","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","London","15","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","Outside London","15","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","White","London","190","[c]","36410","34020"
"New entrant CS","2022","Undeclared","White","Outside London","990","[c]","27610","26310"
"New entrant CS","2022","Undeclared","White","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","White","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Asian","London","230","[c]","35960","32260"
"New entrant CS","2022","Unknown","Asian","Outside London","400","[c]","28990","26590"
"New entrant CS","2022","Unknown","Asian","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Asian","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Black","London","120","[c]","35230","31060"
"New entrant CS","2022","Unknown","Black","Outside London","105","[c]","29700","27570"
"New entrant CS","2022","Unknown","Black","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Black","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Mixed","London","75","[c]","36690","33570"
"New entrant CS","2022","Unknown","Mixed","Outside London","105","[c]","28790","26590"
"New entrant CS","2022","Unknown","Mixed","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Mixed","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Other ethnicity","London","25","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Other ethnicity","Outside London","20","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Other ethnicity","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Undeclared","London","45","[c]","40310","37610"
"New entrant CS","2022","Unknown","Undeclared","Outside London","105","[c]","32050","28840"
"New entrant CS","2022","Unknown","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Unknown","London","4415","[c]","35620","30750"
"New entrant CS","2022","Unknown","Unknown","Outside London","15485","[c]","27370","24800"
"New entrant CS","2022","Unknown","Unknown","Overseas","25","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Unknown","Unknown","550","[c]","27700","25020"
"New entrant CS","2022","Unknown","White","London","680","[c]","39050","34060"
"New entrant CS","2022","Unknown","White","Outside London","2965","[c]","30710","27000"
"New entrant CS","2022","Unknown","White","Overseas","15","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","White","Unknown","20","[c]","[c]","[c]"
"Notes","Summary figures are suppressed when information relates to less than 5 civil servants for FTE or Headcount, and less than 10 civil servants for median and mean salary (shown as [c]). Zero responses and salaries for less than 30 civil servants have been suppressed for GPDR special category data. FTE figures are not shown for entrants or leavers due to data quality concerns for these groups. Figures are rounded to the nearest 5, or £10 as appropriate.","","","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","","","",""
"Version","Generated on 2023-02-14, with GIT 71a76ea.","","","","","","",""
"Data column","Description","","","","","","",""
"Status","Employment status of the civil servants.","","","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","","","",""
"","Leaver CS - includes leavers from the Civil Service over the year (1 April to 31 March). This includes employees who have an Unknown leaving cause.","","","","","","",""
"","Leaver Dept. - includes leavers from the department over the year (1 April to 31 March), who did not leave the Civil Service.","","","","","","",""
"","Five organisations do not report when their employees first entered the Civil Service and so entrants data for these organisations is not available . These are as follows: Foreign Commonwealth and Development Office (excl. agencies), Foreign Commonwealth and Development Office Services, Defence Electronics and Components Agency, Scottish Forestry and Forest and Land Scotland. A further three organisations also could not provide entrants data in 2021. These are as follows: Department for International Development, Foreign and Commonwealth Office (excl. agencies) and Royal Fleet Auxiliary.","","","","","","",""
"","Organisation specific notes on status: In late June 2021 around 7,000 employees from Community Rehabilitation Companies were transferred in from the private sector to HM Prison and Probation Service, counting as entrants. HM Land Registry do not record where their departing employees transfer to and so are unable to identify those that transfer to another Civil Service department.","","","","","","",""
"Year","Year of data collection (as at 31 March).","","","","","","",""
"Region_london","Workplace postcode data are used to derive geographical information using the International Territorial Level (ITL) classification standard.","","","","","","",""
"","Region_london groups the ITL classifications into ""London"", ""Outside London"": all UK regions excluding London, ""Overseas"", and ""Unknown"".","","","","","","",""
"Ethnicity","Self reported ethnicity. ""Undeclared"" accounts for employees who have actively declared that they do not want to disclose their ethnicity and ""Unknown"" accounts for employees who have not made an active declaration about their ethnicity.","","","","","","",""
"Disability","Self reported disability.","","","","","","",""
"","""Undeclared"" accounts for employees who have actively declared that they do not want to disclose their disability status and ""Unknown"" accounts for employees who have not made an active declaration about their disability status.","","","","","","",""
"Headcount","Total number of civil servants (rounded to nearest 5).","","","","","","",""
"FTE","Total full-time equivalent (FTE) employment numbers (rounded to nearest 5).","","","","","","",""
"","FTE figures are not shown for entrants or leavers due to data quality concerns for these groups.","","","","","","",""
"Mean_salary","Average salary (mean, rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","","",""
"Median_salary","Median salary (rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","","",""
