"Status","Year","Ethnicity","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","White","SEO/HEO","Undeclared","355","[c]","35850","35310"
"Leaver Dept.","2022","White","SEO/HEO","Unknown","540","[c]","37250","37060"
"Leaver Dept.","2022","White","Unknown","Heterosexual / straight","115","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Unknown","LGBO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Unknown","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Unknown","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2022","Asian","AA/AO","Heterosexual / straight","1440","[c]","21990","21260"
"New entrant CS","2022","Asian","AA/AO","LGBO","35","[c]","21870","21260"
"New entrant CS","2022","Asian","AA/AO","Undeclared","60","[c]","21330","21250"
"New entrant CS","2022","Asian","AA/AO","Unknown","115","[c]","21260","21250"
"New entrant CS","2022","Asian","EO","Heterosexual / straight","1565","[c]","27760","27570"
"New entrant CS","2022","Asian","EO","LGBO","40","[c]","27030","27270"
"New entrant CS","2022","Asian","EO","Undeclared","55","[c]","27850","27570"
"New entrant CS","2022","Asian","EO","Unknown","60","[c]","27290","26590"
"New entrant CS","2022","Asian","G6/G7","Heterosexual / straight","265","[c]","56400","54030"
"New entrant CS","2022","Asian","G6/G7","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2022","Asian","G6/G7","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2022","Asian","G6/G7","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2022","Asian","SCS level","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2022","Asian","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","SEO/HEO","Heterosexual / straight","995","[c]","35600","34260"
"New entrant CS","2022","Asian","SEO/HEO","LGBO","40","[c]","36960","36820"
"New entrant CS","2022","Asian","SEO/HEO","Undeclared","50","[c]","35320","34550"
"New entrant CS","2022","Asian","SEO/HEO","Unknown","70","[c]","35760","33840"
"New entrant CS","2022","Asian","Unknown","Heterosexual / straight","245","[c]","28030","24800"
"New entrant CS","2022","Asian","Unknown","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Unknown","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","AA/AO","Heterosexual / straight","625","[c]","23150","21260"
"New entrant CS","2022","Black","AA/AO","LGBO","20","[c]","[c]","[c]"
"New entrant CS","2022","Black","AA/AO","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2022","Black","AA/AO","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2022","Black","EO","Heterosexual / straight","785","[c]","28280","27570"
"New entrant CS","2022","Black","EO","LGBO","25","[c]","[c]","[c]"
"New entrant CS","2022","Black","EO","Undeclared","35","[c]","27750","27620"
"New entrant CS","2022","Black","EO","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2022","Black","G6/G7","Heterosexual / straight","105","[c]","54980","53420"
"New entrant CS","2022","Black","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","SEO/HEO","Heterosexual / straight","505","[c]","36000","34850"
"New entrant CS","2022","Black","SEO/HEO","LGBO","20","[c]","[c]","[c]"
"New entrant CS","2022","Black","SEO/HEO","Undeclared","25","[c]","[c]","[c]"
"New entrant CS","2022","Black","SEO/HEO","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2022","Black","Unknown","Heterosexual / straight","440","[c]","30190","27980"
"New entrant CS","2022","Black","Unknown","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2022","Black","Unknown","Undeclared","20","[c]","[c]","[c]"
"New entrant CS","2022","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","AA/AO","Heterosexual / straight","370","[c]","22610","21260"
"New entrant CS","2022","Mixed","AA/AO","LGBO","60","[c]","22070","21260"
"New entrant CS","2022","Mixed","AA/AO","Undeclared","40","[c]","22450","21260"
"New entrant CS","2022","Mixed","AA/AO","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","EO","Heterosexual / straight","370","[c]","27440","27570"
"New entrant CS","2022","Mixed","EO","LGBO","45","[c]","26930","27530"
"New entrant CS","2022","Mixed","EO","Undeclared","30","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","EO","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","G6/G7","Heterosexual / straight","80","[c]","54620","53240"
"New entrant CS","2022","Mixed","G6/G7","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","G6/G7","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","G6/G7","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","SEO/HEO","Heterosexual / straight","270","[c]","35230","34260"
"New entrant CS","2022","Mixed","SEO/HEO","LGBO","55","[c]","35000","34260"
"New entrant CS","2022","Mixed","SEO/HEO","Undeclared","30","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","SEO/HEO","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Unknown","Heterosexual / straight","175","[c]","29400","27060"
"New entrant CS","2022","Mixed","Unknown","LGBO","20","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Unknown","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Unknown","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","AA/AO","Heterosexual / straight","115","[c]","23320","21260"
"New entrant CS","2022","Other ethnicity","AA/AO","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","AA/AO","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","EO","Heterosexual / straight","95","[c]","27870","27570"
"New entrant CS","2022","Other ethnicity","EO","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","EO","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","EO","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","G6/G7","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","SEO/HEO","Heterosexual / straight","80","[c]","36130","36250"
"New entrant CS","2022","Other ethnicity","SEO/HEO","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","SEO/HEO","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Unknown","Heterosexual / straight","35","[c]","30090","28450"
"New entrant CS","2022","Other ethnicity","Unknown","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Unknown","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","AA/AO","Heterosexual / straight","90","[c]","22060","21260"
"New entrant CS","2022","Undeclared","AA/AO","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","AA/AO","Undeclared","140","[c]","22030","21260"
"New entrant CS","2022","Undeclared","AA/AO","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","EO","Heterosexual / straight","70","[c]","28120","27570"
"New entrant CS","2022","Undeclared","EO","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","EO","Undeclared","140","[c]","27470","27570"
"New entrant CS","2022","Undeclared","EO","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","G6/G7","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","G6/G7","Undeclared","75","[c]","55690","53530"
"New entrant CS","2022","Undeclared","G6/G7","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","SEO/HEO","Heterosexual / straight","45","[c]","35550","34260"
"New entrant CS","2022","Undeclared","SEO/HEO","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","SEO/HEO","Undeclared","175","[c]","35870","35550"
"New entrant CS","2022","Undeclared","SEO/HEO","Unknown","30","[c]","34350","33080"
"New entrant CS","2022","Undeclared","Unknown","Heterosexual / straight","40","[c]","28490","24800"
"New entrant CS","2022","Undeclared","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","Undeclared","95","[c]","32560","30060"
"New entrant CS","2022","Undeclared","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","AA/AO","Heterosexual / straight","105","[c]","21910","21250"
"New entrant CS","2022","Unknown","AA/AO","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","AA/AO","Undeclared","30","[c]","20760","21260"
"New entrant CS","2022","Unknown","AA/AO","Unknown","7910","[c]","22090","21260"
"New entrant CS","2022","Unknown","EO","Heterosexual / straight","70","[c]","27240","27570"
"New entrant CS","2022","Unknown","EO","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","EO","Undeclared","170","[c]","26440","27270"
"New entrant CS","2022","Unknown","EO","Unknown","4375","[c]","26930","26740"
"New entrant CS","2022","Unknown","G6/G7","Heterosexual / straight","40","[c]","56900","53920"
"New entrant CS","2022","Unknown","G6/G7","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","G6/G7","Undeclared","95","[c]","55170","53360"
"New entrant CS","2022","Unknown","G6/G7","Unknown","1125","[c]","59380","57190"
"New entrant CS","2022","Unknown","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","SCS level","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","SCS level","Unknown","115","[c]","103370","90000"
"New entrant CS","2022","Unknown","SEO/HEO","Heterosexual / straight","105","[c]","35530","34170"
"New entrant CS","2022","Unknown","SEO/HEO","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","SEO/HEO","Undeclared","290","[c]","34700","32790"
"New entrant CS","2022","Unknown","SEO/HEO","Unknown","3685","[c]","34120","33080"
"New entrant CS","2022","Unknown","Unknown","Heterosexual / straight","45","[c]","27170","27060"
"New entrant CS","2022","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Unknown","Undeclared","25","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Unknown","Unknown","3375","[c]","27700","26250"
"New entrant CS","2022","White","AA/AO","Heterosexual / straight","10505","[c]","21970","21260"
"New entrant CS","2022","White","AA/AO","LGBO","1355","[c]","21880","21260"
"New entrant CS","2022","White","AA/AO","Undeclared","505","[c]","21830","21260"
"New entrant CS","2022","White","AA/AO","Unknown","500","[c]","21220","21250"
"New entrant CS","2022","White","EO","Heterosexual / straight","6665","[c]","26970","27230"
"New entrant CS","2022","White","EO","LGBO","910","[c]","26970","27230"
"New entrant CS","2022","White","EO","Undeclared","375","[c]","26790","26950"
"New entrant CS","2022","White","EO","Unknown","255","[c]","26480","26590"
"New entrant CS","2022","White","G6/G7","Heterosexual / straight","2230","[c]","56030","53480"
"New entrant CS","2022","White","G6/G7","LGBO","200","[c]","56260","53440"
"New entrant CS","2022","White","G6/G7","Undeclared","140","[c]","55230","53080"
"New entrant CS","2022","White","G6/G7","Unknown","80","[c]","54730","52730"
"New entrant CS","2022","White","SCS level","Heterosexual / straight","170","[c]","95380","88390"
"New entrant CS","2022","White","SCS level","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2022","White","SCS level","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2022","White","SCS level","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","White","SEO/HEO","Heterosexual / straight","6655","[c]","35320","33570"
"New entrant CS","2022","White","SEO/HEO","LGBO","885","[c]","34510","33080"
"New entrant CS","2022","White","SEO/HEO","Undeclared","475","[c]","35110","33950"
"New entrant CS","2022","White","SEO/HEO","Unknown","310","[c]","33310","33080"
"New entrant CS","2022","White","Unknown","Heterosexual / straight","4090","[c]","28960","25500"
"New entrant CS","2022","White","Unknown","LGBO","380","[c]","28840","24800"
"New entrant CS","2022","White","Unknown","Undeclared","170","[c]","29630","27030"
"New entrant CS","2022","White","Unknown","Unknown","30","[c]","30130","28200"
"Notes","Summary figures are suppressed when information relates to less than 5 civil servants for FTE or Headcount, and less than 10 civil servants for median and mean salary (shown as [c]). Zero responses and salaries for less than 30 civil servants have been suppressed for GPDR special category data. FTE figures are not shown for entrants or leavers due to data quality concerns for these groups. Figures are rounded to the nearest 5, or 10 as appropriate.","","","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","","","",""
"Version","Generated on 2023-02-14, with GIT 71a76ea.","","","","","","",""
"Data column","Description","","","","","","",""
"Status","Employment status of the civil servants.","","","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","","","",""
"","Leaver CS - includes leavers from the Civil Service over the year (1 April to 31 March). This includes employees who have an Unknown leaving cause.","","","","","","",""
"","Leaver Dept. - includes leavers from the department over the year (1 April to 31 March), who did not leave the Civil Service.","","","","","","",""
"","Five organisations do not report when their employees first entered the Civil Service and so entrants data for these organisations is not available . These are as follows: Foreign Commonwealth and Development Office (excl. agencies), Foreign Commonwealth and Development Office Services, Defence Electronics and Components Agency, Scottish Forestry and Forest and Land Scotland. A further three organisations also could not provide entrants data in 2021. These are as follows: Department for International Development, Foreign and Commonwealth Office (excl. agencies) and Royal Fleet Auxiliary.","","","","","","",""
"","Organisation specific notes on status: In late June 2021 around 7,000 employees from Community Rehabilitation Companies were transferred in from the private sector to HM Prison and Probation Service, counting as entrants. HM Land Registry do not record where their departing employees transfer to and so are unable to identify those that transfer to another Civil Service department.","","","","","","",""
"Year","Year of data collection (as at 31 March).","","","","","","",""
"Responsibility_level_grouped","With the exception of the centrally managed Senior Civil Service, government departments have delegated pay and grading. For statistical purposes departments are asked to map their grades to a common framework by responsibility level.","","","","","","",""
"","This table shows staff in their substantive responsibility level unless on temporary promotion in which case staff are recorded at the higher responsibility level.","","","","","","",""
"","Responsibility_level_grouped combines the mapped grades into five broad responsibility levels. This is the headline measure for responsibility level for the Civil Service and is consistent with the published National Statistics.","","","","","","",""
"Ethnicity","Self reported ethnicity. ""Undeclared"" accounts for employees who have actively declared that they do not want to disclose their ethnicity and ""Unknown"" accounts for employees who have not made an active declaration about their ethnicity.","","","","","","",""
"Sexual_orientation","Self reported sexual orientation.","","","","","","",""
"","""Undeclared"" accounts for employees who have actively declared that they do not want to disclose their sexual orientation and ""Unknown"" accounts for employees who have not made an active declaration about their sexual orientation.","","","","","","",""
"Headcount","Total number of civil servants (rounded to nearest 5).","","","","","","",""
"FTE","Total full-time equivalent (FTE) employment numbers (rounded to nearest 5).","","","","","","",""
"","FTE figures are not shown for entrants or leavers due to data quality concerns for these groups.","","","","","","",""
"Mean_salary","Average salary (mean, rounded to nearest 10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","","",""
"Median_salary","Median salary (rounded to nearest 10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","","",""
