"Status","Year","Region_london","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","London","Female","Heterosexual / straight","38400","36345","42870","37860"
"In post","2022","London","Female","LGBO","2475","2415","42890","38160"
"In post","2022","London","Female","Undeclared","5095","4790","42020","36720"
"In post","2022","London","Female","Unknown","11200","10585","41270","34770"
"In post","2022","London","Male","Heterosexual / straight","30315","29805","45680","40230"
"In post","2022","London","Male","LGBO","3125","3095","47170","42440"
"In post","2022","London","Male","Undeclared","4645","4525","46200","41520"
"In post","2022","London","Male","Unknown","9570","9395","44260","37930"
"In post","2022","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","London","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Outside London","Female","Heterosexual / straight","149725","135265","31110","27570"
"In post","2022","Outside London","Female","LGBO","8435","8110","30410","27570"
"In post","2022","Outside London","Female","Undeclared","17005","15035","30660","27570"
"In post","2022","Outside London","Female","Unknown","43195","38175","29280","26820"
"In post","2022","Outside London","Male","Heterosexual / straight","117435","113700","33620","29430"
"In post","2022","Outside London","Male","LGBO","7755","7565","31980","27570"
"In post","2022","Outside London","Male","Undeclared","16030","15310","33980","30980"
"In post","2022","Outside London","Male","Unknown","38665","37060","32130","27570"
"In post","2022","Outside London","Unknown","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Outside London","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Outside London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Female","Heterosexual / straight","990","980","49310","49370"
"In post","2022","Overseas","Female","LGBO","60","60","46430","44890"
"In post","2022","Overseas","Female","Undeclared","135","135","45290","40580"
"In post","2022","Overseas","Female","Unknown","325","320","49870","46600"
"In post","2022","Overseas","Male","Heterosexual / straight","1500","1495","49500","46990"
"In post","2022","Overseas","Male","LGBO","120","120","53120","53470"
"In post","2022","Overseas","Male","Undeclared","215","215","47490","42340"
"In post","2022","Overseas","Male","Unknown","335","335","51000","52430"
"In post","2022","Overseas","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Female","Heterosexual / straight","480","445","32970","30330"
"In post","2022","Unknown","Female","LGBO","35","35","35670","32790"
"In post","2022","Unknown","Female","Undeclared","65","60","32330","27570"
"In post","2022","Unknown","Female","Unknown","445","430","33080","29250"
"In post","2022","Unknown","Male","Heterosexual / straight","385","375","35780","31060"
"In post","2022","Unknown","Male","LGBO","35","35","32750","27570"
"In post","2022","Unknown","Male","Undeclared","50","50","35230","31370"
"In post","2022","Unknown","Male","Unknown","1810","1805","37710","33570"
"In post","2022","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Female","Heterosexual / straight","2980","[c]","40060","33400"
"Leaver CS","2022","London","Female","LGBO","255","[c]","36380","31060"
"Leaver CS","2022","London","Female","Undeclared","585","[c]","38790","32330"
"Leaver CS","2022","London","Female","Unknown","1515","[c]","39790","31880"
"Leaver CS","2022","London","Male","Heterosexual / straight","2215","[c]","43620","36350"
"Leaver CS","2022","London","Male","LGBO","250","[c]","43320","37230"
"Leaver CS","2022","London","Male","Undeclared","470","[c]","44170","38470"
"Leaver CS","2022","London","Male","Unknown","1370","[c]","44150","36800"
"Leaver CS","2022","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Outside London","Female","Heterosexual / straight","9665","[c]","29610","27460"
"Leaver CS","2022","Outside London","Female","LGBO","715","[c]","28040","26350"
"Leaver CS","2022","Outside London","Female","Undeclared","1185","[c]","29350","26670"
"Leaver CS","2022","Outside London","Female","Unknown","5845","[c]","28420","24880"
"Leaver CS","2022","Outside London","Male","Heterosexual / straight","8795","[c]","32180","27570"
"Leaver CS","2022","Outside London","Male","LGBO","600","[c]","29540","27130"
"Leaver CS","2022","Outside London","Male","Undeclared","1160","[c]","33660","29200"
"Leaver CS","2022","Outside London","Male","Unknown","5230","[c]","31300","27370"
"Leaver CS","2022","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Outside London","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","Female","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","Female","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","Male","Heterosexual / straight","45","[c]","52080","45160"
"Leaver CS","2022","Overseas","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","Male","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","Male","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Female","Heterosexual / straight","220","[c]","26860","21840"
"Leaver CS","2022","Unknown","Female","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Female","Undeclared","120","[c]","23520","21590"
"Leaver CS","2022","Unknown","Female","Unknown","265","[c]","30760","21840"
"Leaver CS","2022","Unknown","Male","Heterosexual / straight","170","[c]","32110","26670"
"Leaver CS","2022","Unknown","Male","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Male","Undeclared","60","[c]","29610","26190"
"Leaver CS","2022","Unknown","Male","Unknown","370","[c]","36370","32700"
"Leaver CS","2022","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","London","Female","Heterosexual / straight","3635","[c]","42620","37640"
"Leaver Dept.","2022","London","Female","LGBO","290","[c]","41150","36690"
"Leaver Dept.","2022","London","Female","Undeclared","765","[c]","43480","40050"
"Leaver Dept.","2022","London","Female","Unknown","1390","[c]","44240","35480"
"Leaver Dept.","2022","London","Male","Heterosexual / straight","2185","[c]","45750","40070"
"Leaver Dept.","2022","London","Male","LGBO","345","[c]","43200","38250"
"Leaver Dept.","2022","London","Male","Undeclared","575","[c]","46710","40650"
"Leaver Dept.","2022","London","Male","Unknown","1090","[c]","45340","39370"
"Leaver Dept.","2022","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Outside London","Female","Heterosexual / straight","4835","[c]","33220","27570"
"Leaver Dept.","2022","Outside London","Female","LGBO","310","[c]","31260","27570"
"Leaver Dept.","2022","Outside London","Female","Undeclared","645","[c]","35760","30460"
"Leaver Dept.","2022","Outside London","Female","Unknown","1640","[c]","35290","29540"
"Leaver Dept.","2022","Outside London","Male","Heterosexual / straight","3040","[c]","35060","28590"
"Leaver Dept.","2022","Outside London","Male","LGBO","305","[c]","33630","27570"
"Leaver Dept.","2022","Outside London","Male","Undeclared","525","[c]","37610","30760"
"Leaver Dept.","2022","Outside London","Male","Unknown","1285","[c]","37700","31840"
"Leaver Dept.","2022","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Overseas","Female","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Overseas","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Overseas","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Overseas","Female","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Overseas","Male","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Overseas","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Overseas","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Overseas","Male","Unknown","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Overseas","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Overseas","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Heterosexual / straight","175","[c]","37110","32000"
"Leaver Dept.","2022","Unknown","Female","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Undeclared","125","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Unknown","115","[c]","35100","32000"
"Leaver Dept.","2022","Unknown","Male","Heterosexual / straight","120","[c]","40070","33320"
"Leaver Dept.","2022","Unknown","Male","LGBO","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Male","Undeclared","80","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Male","Unknown","95","[c]","37250","32000"
"Leaver Dept.","2022","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Female","Heterosexual / straight","4450","[c]","35780","32090"
"New entrant CS","2022","London","Female","LGBO","470","[c]","34930","32330"
"New entrant CS","2022","London","Female","Undeclared","650","[c]","36030","32790"
"New entrant CS","2022","London","Female","Unknown","2410","[c]","34820","30520"
"New entrant CS","2022","London","Male","Heterosexual / straight","3015","[c]","37710","32640"
"New entrant CS","2022","London","Male","LGBO","425","[c]","37400","33570"
"New entrant CS","2022","London","Male","Undeclared","435","[c]","38420","33210"
"New entrant CS","2022","London","Male","Unknown","1910","[c]","36930","31800"
"New entrant CS","2022","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Outside London","Female","Heterosexual / straight","18260","[c]","27740","25000"
"New entrant CS","2022","Outside London","Female","LGBO","1910","[c]","26840","24540"
"New entrant CS","2022","Outside London","Female","Undeclared","1200","[c]","28800","26350"
"New entrant CS","2022","Outside London","Female","Unknown","9570","[c]","26590","24400"
"New entrant CS","2022","Outside London","Male","Heterosexual / straight","13545","[c]","29160","26590"
"New entrant CS","2022","Outside London","Male","LGBO","1400","[c]","27640","26030"
"New entrant CS","2022","Outside London","Male","Undeclared","1000","[c]","30310","27570"
"New entrant CS","2022","Outside London","Male","Unknown","7825","[c]","28120","24880"
"New entrant CS","2022","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Outside London","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","Female","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","Female","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","Male","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","Male","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Female","Heterosexual / straight","160","[c]","30250","28070"
"New entrant CS","2022","Unknown","Female","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Female","Undeclared","45","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Female","Unknown","250","[c]","29120","28000"
"New entrant CS","2022","Unknown","Male","Heterosexual / straight","105","[c]","34360","29290"
"New entrant CS","2022","Unknown","Male","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Male","Undeclared","25","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Male","Unknown","255","[c]","26810","23500"
"New entrant CS","2022","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Notes","Summary figures are suppressed when information relates to less than 5 civil servants for FTE or Headcount, and less than 10 civil servants for median and mean salary (shown as [c]). Zero responses and salaries for less than 30 civil servants have been suppressed for GPDR special category data. FTE figures are not shown for entrants or leavers due to data quality concerns for these groups. Figures are rounded to the nearest 5, or £10 as appropriate.","","","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","","","",""
"Version","Generated on 2023-02-14, with GIT 71a76ea.","","","","","","",""
"Data column","Description","","","","","","",""
"Status","Employment status of the civil servants.","","","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","","","",""
"","Leaver CS - includes leavers from the Civil Service over the year (1 April to 31 March). This includes employees who have an Unknown leaving cause.","","","","","","",""
"","Leaver Dept. - includes leavers from the department over the year (1 April to 31 March), who did not leave the Civil Service.","","","","","","",""
"","Five organisations do not report when their employees first entered the Civil Service and so entrants data for these organisations is not available . These are as follows: Foreign Commonwealth and Development Office (excl. agencies), Foreign Commonwealth and Development Office Services, Defence Electronics and Components Agency, Scottish Forestry and Forest and Land Scotland. A further three organisations also could not provide entrants data in 2021. These are as follows: Department for International Development, Foreign and Commonwealth Office (excl. agencies) and Royal Fleet Auxiliary.","","","","","","",""
"","Organisation specific notes on status: In late June 2021 around 7,000 employees from Community Rehabilitation Companies were transferred in from the private sector to HM Prison and Probation Service, counting as entrants. HM Land Registry do not record where their departing employees transfer to and so are unable to identify those that transfer to another Civil Service department.","","","","","","",""
"Year","Year of data collection (as at 31 March).","","","","","","",""
"Region_london","Workplace postcode data are used to derive geographical information using the International Territorial Level (ITL) classification standard.","","","","","","",""
"","Region_london groups the ITL classifications into ""London"", ""Outside London"": all UK regions excluding London, ""Overseas"", and ""Unknown"".","","","","","","",""
"Sex","Self reported sex.","","","","","","",""
"","""Unknown"" accounts for employees who were recorded with an unknown sex.","","","","","","",""
"Sexual_orientation","Self reported sexual orientation.","","","","","","",""
"","""Undeclared"" accounts for employees who have actively declared that they do not want to disclose their sexual orientation and ""Unknown"" accounts for employees who have not made an active declaration about their sexual orientation.","","","","","","",""
"Headcount","Total number of civil servants (rounded to nearest 5).","","","","","","",""
"FTE","Total full-time equivalent (FTE) employment numbers (rounded to nearest 5).","","","","","","",""
"","FTE figures are not shown for entrants or leavers due to data quality concerns for these groups.","","","","","","",""
"Mean_salary","Average salary (mean, rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","","",""
"Median_salary","Median salary (rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","","",""
